vsearch v2.22.1_linux_x86_64, 503.7GB RAM, 128 cores
vsearch -fastq_stats trimmed/trimmed.fastq -log stats/stats_results.txt
Started  Wed Apr 16 12:49:55 2025

Read length distribution
      L           N      Pct   AccPct
  515     0.0%  32.0  0.00063  0.013766   4.73   0.009175    0.918%
  516     0.0%  31.8  0.00066  0.013487   4.78   0.009263    0.926%
  517     0.0%  32.1  0.00062  0.013420   4.84   0.009369    0.937%
  518     0.0%  32.2  0.00060  0.012216   4.89   0.009449    0.945%
  519     0.0%  32.5  0.00057  0.012406   4.97   0.009568    0.957%
  520     0.0%  32.4  0.00057  0.012254   5.04   0.009685    0.969%
  521     0.0%  32.8  0.00052  0.011509   5.11   0.009811    0.981%
  522     0.0%  33.1  0.00049  0.010554   5.16   0.009892    0.989%
  523     0.0%  33.2  0.00048  0.010215   5.21   0.009970    0.997%
  524     0.0%  33.4  0.00046  0.009717   5.33   0.010175    1.018%
  525     0.0%  33.4  0.00046  0.009549   5.34   0.010177    1.018%
  526     0.0%  34.0  0.00040  0.008605   5.33   0.010126    1.013%
  527     0.0%  34.3  0.00037  0.008405   5.32   0.010096    1.010%
  528     0.0%  34.7  0.00034  0.007199   5.31   0.010048    1.005%
  529     0.0%  34.3  0.00037  0.007635   5.31   0.010035    1.003%
  530     0.0%  34.9  0.00032  0.005730   5.31   0.010015    1.002%
  531     0.0%  35.1  0.00031  0.005824   5.33   0.010041    1.004%
  532     0.0%  35.1  0.00031  0.006024   5.37   0.010103    1.010%
  533     0.0%  35.6  0.00028  0.005150   5.45   0.010219    1.022%
  534     0.0%  35.8  0.00026  0.004584   5.47   0.010238    1.024%
  535     0.0%  35.9  0.00026  0.005523   5.48   0.010242    1.024%
  536     0.0%  35.8  0.00026  0.004636   5.49   0.010251    1.025%
  537     0.0%  35.9  0.00026  0.004593   5.46   0.010163    1.016%
  538     0.0%  36.3  0.00023  0.004392   5.48   0.010190    1.019%
  539     0.0%  36.8  0.00021  0.003715   5.47   0.010149    1.015%
  540     0.0%  36.5  0.00022  0.004533   5.53   0.010232    1.023%
  541     0.0%  36.6  0.00022  0.004226   5.66   0.010462    1.046%
  542     0.0%  36.4  0.00023  0.004308   5.71   0.010537    1.054%
  543     0.0%  36.5  0.00023  0.004422   5.84   0.010759    1.076%
  544     0.0%  36.8  0.00021  0.003860   5.88   0.010814    1.081%
  545     0.0%  36.9  0.00020  0.003855   5.95   0.010908    1.091%
  546     0.0%  37.1  0.00020  0.003514   5.93   0.010860    1.086%
  547     0.0%  36.9  0.00020  0.003897   6.14   0.011221    1.122%
  548     0.0%  37.3  0.00019  0.003591   6.31   0.011511    1.151%
  549     0.0%  36.9  0.00021  0.004353   6.33   0.011538    1.154%
  550     0.0%  36.7  0.00021  0.004418   6.36   0.011569    1.157%
  551     0.0%  36.3  0.00023  0.005115   6.39   0.011593    1.159%
  552     0.0%  36.4  0.00023  0.005825   6.33   0.011465    1.146%
  553     0.0%  36.0  0.00025  0.006128   6.30   0.011385    1.139%
  554     0.0%  35.8  0.00026  0.006646   6.17   0.011135    1.113%
  555     0.0%  35.8  0.00026  0.007014   6.08   0.010962    1.096%
  556     0.0%  35.7  0.00027  0.008059   5.83   0.010492    1.049%
  557     0.0%  35.7  0.00027  0.006496   5.81   0.010429    1.043%
  558     0.0%  36.1  0.00025  0.005738   5.26   0.009431    0.943%
  559     0.0%  35.6  0.00028  0.007785   5.50   0.009838    0.984%
  560     0.0%  36.7  0.00022  0.002955   6.21   0.011082    1.108%
  561     0.0%  34.4  0.00036  0.011225   6.66   0.011872    1.187%
  562     0.0%  33.7  0.00043  0.006320   6.52   0.011602    1.160%
  563     0.0%  36.0  0.00025  0.001070   6.31   0.011207    1.121%
  564     0.0%  40.0  0.00010  0.000100   0.29   0.000523    0.052%
  565     0.0%  40.0  0.00010  0.000100   0.29   0.000522    0.052%

    L   1.0000   0.5000   0.2500   0.1000   1.0000   0.5000   0.2500   0.1000
-----  -------  -------  -------  -------  -------  -------  -------  -------
  565        1        1        0        0    0.00%    0.00%    0.00%    0.00%
  564        1        1        0        0    0.00%    0.00%    0.00%    0.00%
  563        1        1        0        0    0.00%    0.00%    0.00%    0.00%
  562        3        2        0        0    0.00%    0.00%    0.00%    0.00%
  561        5        4        0        0    0.00%    0.00%    0.00%    0.00%
  560       12        9        1        0    0.00%    0.00%    0.00%    0.00%
  559       25       15        1        0    0.00%    0.00%    0.00%    0.00%
  558       42       26        6        1    0.00%    0.00%    0.00%    0.00%
  557       45       28        6        1    0.00%    0.00%    0.00%    0.00%
  556       50       32        7        1    0.00%    0.00%    0.00%    0.00%
  555       55       34        8        1    0.00%    0.00%    0.00%    0.00%
  554       65       41        9        1    0.00%    0.00%    0.00%    0.00%
  553       71       42        9        1    0.00%    0.00%    0.00%    0.00%
  552       75       43        9        1    0.00%    0.00%    0.00%    0.00%
  551       79       47       12        1    0.00%    0.00%    0.00%    0.00%
  550       87       50       14        1    0.00%    0.00%    0.00%    0.00%
  549       96       56       16        1    0.00%    0.00%    0.00%    0.00%
  548      102       58       18        1    0.00%    0.00%    0.00%    0.00%
  547      114       64       20        1    0.00%    0.00%    0.00%    0.00%
  546      134       73       24        1    0.00%    0.00%    0.00%    0.00%
  545      144       79       27        2    0.00%    0.00%    0.00%    0.00%
  544      159       88       30        2    0.00%    0.00%    0.00%    0.00%
  543      170       92       30        2    0.00%    0.00%    0.00%    0.00%
  542      184      103       35        2    0.00%    0.00%    0.00%    0.00%
  541      191      107       37        2    0.00%    0.00%    0.00%    0.00%
  540      211      116       42        2    0.00%    0.00%    0.00%    0.00%
  539      218      121       44        2    0.00%    0.00%    0.00%    0.00%
  538      225      124       44        2    0.00%    0.00%    0.00%    0.00%
  537      233      130       47        3    0.00%    0.00%    0.00%    0.00%
  536      235      131       47        3    0.00%    0.00%    0.00%    0.00%
  535      238      133       47        3    0.00%    0.00%    0.00%    0.00%
  534      242      135       49        3    0.00%    0.00%    0.00%    0.00%
  533      251      139       51        3    0.00%    0.00%    0.00%    0.00%
  532      257      144       54        3    0.00%    0.00%    0.00%    0.00%
  531      267      150       59        6    0.00%    0.00%    0.00%    0.00%
  530      281      157       63        7    0.00%    0.00%    0.00%    0.00%
  529      288      164       66        8    0.00%    0.00%    0.00%    0.00%
  528      293      166       66        8    0.00%    0.00%    0.00%    0.00%
  527      297      170       69        9    0.00%    0.00%    0.00%    0.00%
  526      302      173       72        9    0.00%    0.00%    0.00%    0.00%
  525      306      177       73       10    0.00%    0.00%    0.00%    0.00%
  524      312      181       75       10    0.00%    0.00%    0.00%    0.00%
  523      333      194       81       10    0.00%    0.00%    0.00%    0.00%
  522      345      198       82       10    0.00%    0.00%    0.00%    0.00%
  521      360      208       83       10    0.00%    0.00%    0.00%    0.00%
  520      381      214       84       10    0.00%    0.00%    0.00%    0.00%
  519      399      220       84       10    0.00%    0.00%    0.00%    0.00%
  518      413      225       87       10    0.00%    0.00%    0.00%    0.00%
  517      424      233       91       10    0.00%    0.00%    0.00%    0.00%
  516      439      241       97       10    0.00%    0.00%    0.00%    0.00%
  515      456      252      104       12    0.00%    0.00%    0.00%    0.00%
  514      481      268      107       13    0.00%    0.00%    0.00%    0.00%
  513      518      295      121       15    0.00%    0.00%    0.00%    0.00%
  512      554      319      129       16    0.00%    0.00%    0.00%    0.00%
  511      600      347      141       21    0.00%    0.00%    0.00%    0.00%
  510      782      467      196       32    0.00%    0.00%    0.00%    0.00%
  509     1008      612      260       35    0.00%    0.00%    0.00%    0.00%
  508     1258      765      305       39    0.00%    0.00%    0.00%    0.00%
  507     1489      894      344       47    0.00%    0.00%    0.00%    0.00%
  506     1729     1032      382       56    0.00%    0.00%    0.00%    0.00%
  505     1989     1175      429       63    0.00%    0.00%    0.00%    0.00%
  504     2125     1252      452       68    0.00%    0.00%    0.00%    0.00%
  503     2297     1357      482       72    0.00%    0.00%    0.00%    0.00%
  502     2456     1452      532       79    0.00%    0.00%    0.00%    0.00%
  501     2595     1537      560       84    0.00%    0.00%    0.00%    0.00%
  500     2696     1604      583       85    0.00%    0.00%    0.00%    0.00%
  499     2814     1678      619       93    0.00%    0.00%    0.00%    0.00%
  498     2935     1767      669      102    0.00%    0.00%    0.00%    0.00%
  497     3043     1833      699      105    0.00%    0.00%    0.00%    0.00%
  496     3139     1895      728      111    0.00%    0.00%    0.00%    0.00%
  495     3224     1958      762      121    0.00%    0.00%    0.00%    0.00%
  494     3336     2040      808      126    0.00%    0.00%    0.00%    0.00%
  493     3422     2091      832      130    0.00%    0.00%    0.00%    0.00%
  492     3500     2147      862      138    0.00%    0.00%    0.00%    0.00%
  491     3615     2215      899      147    0.00%    0.00%    0.00%    0.00%
  490     3779     2332      957      157    0.00%    0.00%    0.00%    0.00%
  489     4064     2543     1074      182    0.00%    0.00%    0.00%    0.00%
  488     4481     2860     1250      217    0.00%    0.00%    0.00%    0.00%
  487     4996     3236     1433      249    0.00%    0.00%    0.00%    0.00%
  486     5599     3664     1631      293    0.01%    0.00%    0.00%    0.00%
  485     6276     4180     1910      356    0.01%    0.00%    0.00%    0.00%
  484     7415     5065     2425      471    0.01%    0.00%    0.00%    0.00%
  483     8744     6124     3002      609    0.01%    0.01%    0.00%    0.00%
  482    10626     7648     3904      799    0.01%    0.01%    0.00%    0.00%
  481    13450     9911     5266     1095    0.01%    0.01%    0.01%    0.00%
  480    17543    13168     7165     1555    0.02%    0.01%    0.01%    0.00%
  479    23598    17865     9777     2101    0.02%    0.02%    0.01%    0.00%
  478    31028    23521    12693     2626    0.03%    0.02%    0.01%    0.00%
  477    39265    29669    15565     3082    0.04%    0.03%    0.02%    0.00%
  476    47597    35838    18210     3479    0.05%    0.04%    0.02%    0.00%
  475    55570    41726    20617     3824    0.05%    0.04%    0.02%    0.00%
  474    62731    46961    22990     4160    0.06%    0.05%    0.02%    0.00%
  473    69044    51374    25106     4520    0.07%    0.05%    0.02%    0.00%
  472    77436    57764    28527     5363    0.08%    0.06%    0.03%    0.01%
  471    86612    64751    32106     6197    0.08%    0.06%    0.03%    0.01%
  470   101667    75433    36794     6788    0.10%    0.07%    0.04%    0.01%
  469   117741    87322    42111     7497    0.12%    0.09%    0.04%    0.01%
  468   134426    99366    46739     8062    0.13%    0.10%    0.05%    0.01%
  467   151727   112337    51760     8524    0.15%    0.11%    0.05%    0.01%
  466   165780   122622    56769     9185    0.16%    0.12%    0.06%    0.01%
  465   177294   130269    60685     9869    0.17%    0.13%    0.06%    0.01%
  464   183869   135309    63370    10417    0.18%    0.13%    0.06%    0.01%
  463   197747   146197    70686    12668    0.19%    0.14%    0.07%    0.01%
  462   295626   222697   126428    32469    0.29%    0.22%    0.12%    0.03%
  461  1232851  1037381   746743   269083    1.21%    1.02%    0.73%    0.26%
  460  4740132  4160320  3155144  1179949    4.65%    4.08%    3.09%    1.16%
  459  9304389  8192219  6153064  2226242    9.12%    8.03%    6.03%    2.18%
  458  14004124  12267052  8846604  2838668   13.73%   12.03%    8.68%    2.78%
  457  19077792  16694166  11784305  3400543   18.71%   16.37%   11.56%    3.33%
  456  24280944  21232893  14931338  4081556   23.81%   20.82%   14.64%    4.00%
  455  29229602  25527050  17881574  4772816   28.66%   25.03%   17.54%    4.68%
  454  31919945  27856998  19558762  5284209   31.30%   27.32%   19.18%    5.18%
  453  33462581  29198849  20521100  5567343   32.82%   28.63%   20.12%    5.46%
  452  35164490  30727588  21664461  5909574   34.49%   30.13%   21.25%    5.80%
  451  36710118  32114351  22717238  6228626   36.00%   31.49%   22.28%    6.11%
  450  38127451  33378865  23645322  6482555   37.39%   32.73%   23.19%    6.36%
  449  39065166  34213399  24257410  6646242   38.31%   33.55%   23.79%    6.52%
  448  39708634  34783305  24676002  6756100   38.94%   34.11%   24.20%    6.63%
  447  40271723  35280672  25028481  6838531   39.49%   34.60%   24.54%    6.71%
  446  40554745  35535345  25218915  6891252   39.77%   34.85%   24.73%    6.76%
  445  40782385  35740758  25375293  6934476   39.99%   35.05%   24.89%    6.80%
  444  40996779  35931331  25514191  6971237   40.20%   35.24%   25.02%    6.84%
  443  41152796  36072219  25624337  7008937   40.36%   35.38%   25.13%    6.87%
  442  41324431  36230384  25765120  7064245   40.53%   35.53%   25.27%    6.93%
  441  41540755  36423409  25951344  7137859   40.74%   35.72%   25.45%    7.00%
  440  42276483  37097048  26602383  7361593   41.46%   36.38%   26.09%    7.22%
  439  43071606  37818276  27327620  7609989   42.24%   37.09%   26.80%    7.46%
  438  44005319  38658931  27987173  7780554   43.16%   37.91%   27.45%    7.63%
  437  46332864  40779832  29668852  8361851   45.44%   39.99%   29.10%    8.20%
  436  49217737  43361323  31754822  9168651   48.27%   42.52%   31.14%    8.99%
  435  54374094  48059109  35499169  10508292   53.32%   47.13%   34.81%   10.31%
  434  59326416  52583143  39154392  11864180   58.18%   51.57%   38.40%   11.63%
  433  64190498  56969569  42420630  12623819   62.95%   55.87%   41.60%   12.38%
  432  69164965  61479845  45809170  13352305   67.83%   60.29%   44.92%   13.09%
  431  72825150  64789863  48323332  13953877   71.42%   63.54%   47.39%   13.68%
  430  75772239  67451919  50335414  14432030   74.31%   66.15%   49.36%   14.15%
  429  76425962  68046002  50802879  14547342   74.95%   66.73%   49.82%   14.27%
  428  76652188  68273099  51018527  14615725   75.17%   66.95%   50.03%   14.33%
  427  76846148  68470375  51225720  14689004   75.36%   67.15%   50.24%   14.41%
  426  76901355  68533502  51309880  14728722   75.42%   67.21%   50.32%   14.44%
  425  76936662  68579287  51389412  14764204   75.45%   67.25%   50.40%   14.48%
  424  76963736  68611754  51441448  14783785   75.48%   67.29%   50.45%   14.50%
  423  76990296  68645409  51486260  14806404   75.50%   67.32%   50.49%   14.52%
  422  77017521  68680008  51535773  14831313   75.53%   67.35%   50.54%   14.54%
  421  77046208  68716874  51598805  14884765   75.56%   67.39%   50.60%   14.60%
  420  77074712  68763409  51701688  15005653   75.59%   67.43%   50.70%   14.72%
  419  77103776  68814118  51821803  15110334   75.61%   67.48%   50.82%   14.82%
  418  77140737  68893075  52075677  15299561   75.65%   67.56%   51.07%   15.00%
  417  77189109  68990542  52398140  15566649   75.70%   67.66%   51.39%   15.27%
  416  77240292  69086161  52710020  15932868   75.75%   67.75%   51.69%   15.63%
  415  77289238  69175777  52982314  16237967   75.80%   67.84%   51.96%   15.92%
  414  77334166  69244380  53119843  16362760   75.84%   67.91%   52.09%   16.05%
  413  77373376  69299744  53213192  16444599   75.88%   67.96%   52.19%   16.13%
  412  77408061  69348461  53310942  16574516   75.91%   68.01%   52.28%   16.25%
  411  77435126  69389452  53395522  16697628   75.94%   68.05%   52.36%   16.38%
  410  77462068  69433814  53503119  16840443   75.97%   68.09%   52.47%   16.52%
  409  77488825  69475369  53588581  16924026   75.99%   68.13%   52.55%   16.60%
  408  77514611  69516122  53673151  16997372   76.02%   68.17%   52.64%   16.67%
  407  77541426  69556996  53755239  17056423   76.04%   68.21%   52.72%   16.73%
  406  77571876  69599815  53899329  17097611   76.07%   68.26%   52.86%   16.77%
  405  77601595  69645218  54117038  17142493   76.10%   68.30%   53.07%   16.81%
  404  77627023  69682419  54208757  17176245   76.13%   68.34%   53.16%   16.84%
  403  77660525  69745405  54353134  17261865   76.16%   68.40%   53.30%   16.93%
  402  77695473  69806629  54500749  17348169   76.19%   68.46%   53.45%   17.01%
  401  77727631  69860624  54710028  17425491   76.23%   68.51%   53.65%   17.09%
  400  77763075  69928723  54966148  17573189   76.26%   68.58%   53.90%   17.23%
  399  77797487  69990928  55107769  17685363   76.29%   68.64%   54.04%   17.34%
  398  77827043  70037443  55196649  17816234   76.32%   68.68%   54.13%   17.47%
  397  77860328  70102092  55359060  18044184   76.36%   68.75%   54.29%   17.70%
  396  77885750  70144796  55455293  18176500   76.38%   68.79%   54.38%   17.83%
  395  77916087  70210545  55655387  18551568   76.41%   68.85%   54.58%   18.19%
  394  77948927  70273798  55809632  18856806   76.44%   68.92%   54.73%   18.49%
  393  77983706  70348047  56067285  19295441   76.48%   68.99%   54.98%   18.92%
  392  78021794  70429071  56342131  19700557   76.51%   69.07%   55.25%   19.32%
  391  78051524  70488311  56550339  20018643   76.54%   69.13%   55.46%   19.63%
  390  78081312  70551137  56745403  20297698   76.57%   69.19%   55.65%   19.91%
  389  78109823  70598822  56828456  20348470   76.60%   69.23%   55.73%   19.96%
  388  78135729  70638409  56891473  20387805   76.63%   69.27%   55.79%   19.99%
  387  78159210  70670415  56940391  20413143   76.65%   69.31%   55.84%   20.02%
  386  78181543  70702824  57005947  20433761   76.67%   69.34%   55.90%   20.04%
  385  78207792  70743259  57090271  20468761   76.70%   69.38%   55.99%   20.07%
  384  78237238  70793563  57179635  20517314   76.73%   69.43%   56.07%   20.12%
  383  78269349  70853249  57295656  20600845   76.76%   69.48%   56.19%   20.20%
  382  78299075  70901377  57375739  20661812   76.79%   69.53%   56.27%   20.26%
  381  78327560  70949891  57456381  20712978   76.81%   69.58%   56.35%   20.31%
  380  78355391  70997024  57534447  20775621   76.84%   69.63%   56.42%   20.37%
  379  78396294  71088044  57801212  21508725   76.88%   69.71%   56.68%   21.09%
  378  78424604  71131788  57873675  21565214   76.91%   69.76%   56.76%   21.15%
  377  78460689  71196897  57998914  21687678   76.94%   69.82%   56.88%   21.27%
  376  78491948  71248910  58094184  21763671   76.98%   69.87%   56.97%   21.34%
  375  78533646  71335582  58293556  21966977   77.02%   69.96%   57.17%   21.54%
  374  78567648  71395883  58399930  22051606   77.05%   70.02%   57.27%   21.63%
  373  78601865  71459672  58535972  22206468   77.08%   70.08%   57.41%   21.78%
  372  78649688  71551412  58768684  22566336   77.13%   70.17%   57.63%   22.13%
  371  78767741  71680943  58945205  22750440   77.25%   70.30%   57.81%   22.31%
  370  79119899  72029461  59300038  22997035   77.59%   70.64%   58.15%   22.55%
  369  79575157  72482196  59766726  23317899   78.04%   71.08%   58.61%   22.87%
  368  80057075  72950295  60229015  23542254   78.51%   71.54%   59.07%   23.09%
  367  80590485  73472284  60827907  23893129   79.03%   72.05%   59.65%   23.43%
  366  81125803  73995953  61420016  24189473   79.56%   72.57%   60.23%   23.72%
  365  81634586  74504139  61942169  24443887   80.06%   73.06%   60.75%   23.97%
  364  81910818  74789974  62276397  24703220   80.33%   73.35%   61.07%   24.23%
  363  82079810  74967817  62504709  24839120   80.49%   73.52%   61.30%   24.36%
  362  82259725  75157993  62826396  24975269   80.67%   73.71%   61.61%   24.49%
  361  82430449  75339887  63110114  25137440   80.84%   73.88%   61.89%   24.65%
  360  82592195  75510529  63304978  25434484   81.00%   74.05%   62.08%   24.94%
  359  82709892  75646595  63472244  25870951   81.11%   74.19%   62.25%   25.37%
  358  82804772  75766730  63642156  26220313   81.20%   74.30%   62.41%   25.71%
  357  82895859  75893209  63837198  26451132   81.29%   74.43%   62.60%   25.94%
  356  82969211  76038612  64181386  27110456   81.37%   74.57%   62.94%   26.59%
  355  83045925  76203037  64640164  28569010   81.44%   74.73%   63.39%   28.02%
  354  83115462  76324301  64929248  29688327   81.51%   74.85%   63.67%   29.11%
  353  83198128  76492952  65412116  31165390   81.59%   75.02%   64.15%   30.56%
  352  83272970  76653356  65881554  32493021   81.66%   75.17%   64.61%   31.87%
  351  83347682  76777178  66167103  32971830   81.74%   75.29%   64.89%   32.33%
  350  83463074  76937095  66459075  33455897   81.85%   75.45%   65.18%   32.81%
  349  83576135  77074784  66670155  33747888   81.96%   75.59%   65.38%   33.10%
  348  83702124  77228701  66923475  34154311   82.09%   75.74%   65.63%   33.49%
  347  83961825  77517088  67355693  34864261   82.34%   76.02%   66.05%   34.19%
  346  84262636  77820311  67731882  35298038   82.63%   76.32%   66.42%   34.62%
  345  84790860  78392294  68529262  36931449   83.15%   76.88%   67.21%   36.22%
  344  85289970  78902943  69110792  37656048   83.64%   77.38%   67.78%   36.93%
  343  85786717  79404218  69643768  38096340   84.13%   77.87%   68.30%   37.36%
  342  86308669  79940389  70234216  38611029   84.64%   78.40%   68.88%   37.87%
  341  86677673  80317946  70647297  38949101   85.00%   78.77%   69.28%   38.20%
  340  86987284  80639739  71011126  39293413   85.31%   79.08%   69.64%   38.53%
  339  87054268  80726854  71146830  39476246   85.37%   79.17%   69.77%   38.71%
  338  87099087  80787565  71244389  39597525   85.42%   79.23%   69.87%   38.83%
  337  87136537  80845663  71357810  39757268   85.45%   79.28%   69.98%   38.99%
  336  87167280  80897672  71472997  39943363   85.48%   79.33%   70.09%   39.17%
  335  87203328  80965040  71641343  40340488   85.52%   79.40%   70.26%   39.56%
  334  87242743  81036179  71800910  40608806   85.56%   79.47%   70.41%   39.82%
  333  87291290  81136988  72089670  41477260   85.60%   79.57%   70.70%   40.68%
  332  87335681  81218716  72309763  42044386   85.65%   79.65%   70.91%   41.23%
  331  87383502  81310038  72578027  42796626   85.70%   79.74%   71.18%   41.97%
  330  87423947  81390277  72826491  43651178   85.73%   79.82%   71.42%   42.81%
  329  87468432  81475616  73087176  44627420   85.78%   79.90%   71.68%   43.77%
  328  87520492  81586041  73470208  46028989   85.83%   80.01%   72.05%   45.14%
  327  87567011  81676145  73745371  46776491   85.88%   80.10%   72.32%   45.87%
  326  87608145  81745299  73905147  47036509   85.92%   80.17%   72.48%   46.13%
  325  87650825  81814566  74068710  47325486   85.96%   80.23%   72.64%   46.41%
  324  87689387  81871542  74201627  47491467   86.00%   80.29%   72.77%   46.57%
  323  87722238  81915529  74329896  47587292   86.03%   80.33%   72.89%   46.67%
  322  87758016  81967605  74464639  47829633   86.06%   80.38%   73.03%   46.91%
  321  87790270  82010086  74545634  48368799   86.09%   80.43%   73.11%   47.43%
  320  87836535  82072567  74673432  49066643   86.14%   80.49%   73.23%   48.12%
  319  87874672  82123919  74769445  49355450   86.18%   80.54%   73.32%   48.40%
  318  87913156  82171495  74849247  49505494   86.21%   80.58%   73.40%   48.55%
  317  87949771  82223174  74955998  49841594   86.25%   80.63%   73.51%   48.88%
  316  87984210  82269589  75043439  50538778   86.28%   80.68%   73.59%   49.56%
  315  88029896  82335393  75182599  51123005   86.33%   80.74%   73.73%   50.14%
  314  88075353  82399702  75319619  51375162   86.37%   80.81%   73.86%   50.38%
  313  88122663  82468081  75501234  51732732   86.42%   80.87%   74.04%   50.73%
  312  88167993  82531267  75643501  51936136   86.46%   80.94%   74.18%   50.93%
  311  88210516  82590410  75767086  52125410   86.51%   80.99%   74.30%   51.12%
  310  88262386  82672075  75974048  52576630   86.56%   81.07%   74.51%   51.56%
  309  88313675  82751173  76165796  52936283   86.61%   81.15%   74.69%   51.91%
  308  88368623  82844333  76445998  53665703   86.66%   81.24%   74.97%   52.63%
  307  88429908  82924604  76627876  54024739   86.72%   81.32%   75.15%   52.98%
  306  88492433  83003096  76783935  54398729   86.78%   81.40%   75.30%   53.35%
  305  88559442  83100308  77034324  55323813   86.85%   81.49%   75.55%   54.25%
  304  88622309  83184330  77209109  55817129   86.91%   81.58%   75.72%   54.74%
  303  88698988  83291900  77446732  56440734   86.99%   81.68%   75.95%   55.35%
  302  88764804  83380005  77630940  56906121   87.05%   81.77%   76.13%   55.81%
  301  88841090  83477112  77799570  57365138   87.12%   81.86%   76.30%   56.26%
  300  88905789  83558648  77949929  57741074   87.19%   81.94%   76.44%   56.63%
  299  88978404  83644140  78090106  58057679   87.26%   82.03%   76.58%   56.94%
  298  89064484  83753997  78261925  58410572   87.34%   82.14%   76.75%   57.28%
  297  89145493  83853775  78407676  58682808   87.42%   82.23%   76.89%   57.55%
  296  89221678  83951006  78550309  58954793   87.50%   82.33%   77.03%   57.82%
  295  89290152  84043794  78701441  59268756   87.57%   82.42%   77.18%   58.12%
  294  89365604  84138812  78834245  59498093   87.64%   82.51%   77.31%   58.35%
  293  89498034  84285390  79022507  59778074   87.77%   82.66%   77.50%   58.62%
  292  89640747  84452117  79235035  60117852   87.91%   82.82%   77.70%   58.96%
  291  89781120  84628619  79487308  60654471   88.05%   82.99%   77.95%   59.48%
  290  89923279  84800333  79728766  61140170   88.19%   83.16%   78.19%   59.96%
  289  90070222  84999733  80041778  61904577   88.33%   83.36%   78.50%   60.71%
  288  90194801  85165375  80310109  62609075   88.45%   83.52%   78.76%   61.40%
  287  90256868  85302345  80530652  63155845   88.51%   83.65%   78.97%   61.94%
  286  90304998  85420924  80724229  63667338   88.56%   83.77%   79.16%   62.44%
  285  90350435  85548238  80914340  64093537   88.60%   83.90%   79.35%   62.86%
  284  90389111  85671144  81116506  64549295   88.64%   84.02%   79.55%   63.30%
  283  90429658  85802741  81342645  65268922   88.68%   84.15%   79.77%   64.01%
  282  90465458  85930429  81525250  65888018   88.72%   84.27%   79.95%   64.62%
  281  90505607  86059006  81747678  66832208   88.76%   84.40%   80.17%   65.54%
  280  90556035  86194364  81980650  67513549   88.81%   84.53%   80.40%   66.21%
  279  90611736  86334066  82290746  68552550   88.86%   84.67%   80.70%   67.23%
  278  90661463  86447113  82562817  69343876   88.91%   84.78%   80.97%   68.00%
  277  90705965  86537207  82814165  70258621   88.95%   84.87%   81.21%   68.90%
  276  90748603  86614554  83074608  70952486   89.00%   84.94%   81.47%   69.58%
  275  90792776  86687975  83349398  71591395   89.04%   85.01%   81.74%   70.21%
  274  90825084  86745594  83611467  72296241   89.07%   85.07%   82.00%   70.90%
  273  90848899  86786863  83803661  72783934   89.09%   85.11%   82.18%   71.38%
  272  90870129  86821563  83965979  73251554   89.11%   85.14%   82.34%   71.84%
  271  90886275  86847734  84069829  73569461   89.13%   85.17%   82.45%   72.15%
  270  90901548  86871913  84155338  73862285   89.15%   85.19%   82.53%   72.44%
  269  90915597  86897828  84217271  74078409   89.16%   85.22%   82.59%   72.65%
  268  90930166  86923999  84255118  74160384   89.17%   85.24%   82.63%   72.73%
  267  90942272  86946449  84282540  74208379   89.19%   85.27%   82.65%   72.77%
  266  90952797  86965986  84303878  74296541   89.20%   85.29%   82.68%   72.86%
  265  90967440  86997668  84333615  74401159   89.21%   85.32%   82.70%   72.96%
  264  90978789  87018556  84352735  74442023   89.22%   85.34%   82.72%   73.00%
  263  90988730  87035058  84367213  74464781   89.23%   85.35%   82.74%   73.03%
  262  90998379  87052680  84382914  74497026   89.24%   85.37%   82.75%   73.06%
  261  91005656  87064619  84393932  74531392   89.25%   85.38%   82.76%   73.09%
  260  91013297  87076922  84405792  74615549   89.25%   85.39%   82.78%   73.17%
  259  91022033  87091715  84419946  74711237   89.26%   85.41%   82.79%   73.27%
  258  91033257  87110072  84436473  74754859   89.27%   85.43%   82.81%   73.31%
  257  91043411  87128303  84453320  74777701   89.28%   85.44%   82.82%   73.33%
  256  91056387  87156216  84480161  74809019   89.30%   85.47%   82.85%   73.36%
  255  91067800  87181082  84504495  74838594   89.31%   85.50%   82.87%   73.39%
  254  91076339  87199137  84522380  74861446   89.32%   85.51%   82.89%   73.42%
  253  91084502  87216562  84539732  74881889   89.32%   85.53%   82.91%   73.44%
  252  91093957  87232869  84554885  74903832   89.33%   85.55%   82.92%   73.46%
  251  91103042  87254091  84575329  74932353   89.34%   85.57%   82.94%   73.48%
  250  91114104  87282775  84604949  74964525   89.35%   85.60%   82.97%   73.52%
  249  91123597  87302329  84626389  74987717   89.36%   85.62%   82.99%   73.54%
  248  91135869  87325753  84650149  75018048   89.38%   85.64%   83.01%   73.57%
  247  91143506  87342260  84666247  75056831   89.38%   85.65%   83.03%   73.61%
  246  91151222  87358781  84683684  75103426   89.39%   85.67%   83.05%   73.65%
  245  91161088  87380473  84709374  75138961   89.40%   85.69%   83.07%   73.69%
  244  91173064  87403421  84734412  75170606   89.41%   85.71%   83.10%   73.72%
  243  91183779  87423479  84753374  75199226   89.42%   85.73%   83.12%   73.75%
  242  91194986  87445326  84773238  75229341   89.43%   85.76%   83.14%   73.78%
